Red Agrometeorológica de INIA,,agromet.inia.cl,,,
Estación,Azapa Medio,,,,
Habilitada el,21-03-2011,,,,
Generado,06-08-2018 11:37:25,,,,
,,,,,
#,FECHA/HORA,Temperatura del Aire (°C),Humedad Relativa (%),Velocidad del Viento (Km/h),Radiación Solar (W/m2)
8083,03-12-2017 18:00,"20,8","52,6","8,6","118,6"
8084,03-12-2017 19:00,"17,7","64,2","2,2","4,4"
8085,03-12-2017 20:00,"15,8","69,2",0,0
8086,03-12-2017 21:00,"13,9","74,8",0,0
8087,03-12-2017 22:00,"12,5","80,1",0,0
8088,03-12-2017 23:00,"12,1","82,2",0,0
8089,04-12-2017 00:00,12,"82,6",0,0
8090,04-12-2017 01:00,"11,2","83,7",0,0
8091,04-12-2017 02:00,"10,7","85,4",0,0
8092,04-12-2017 03:00,"10,8","86,6",0,0
8093,04-12-2017 04:00,"10,9","86,2",0,0
8094,04-12-2017 05:00,"11,1","86,5",0,0
8095,04-12-2017 06:00,"11,7","85,5",0,"27,9"
8096,04-12-2017 07:00,"14,8","73,1","0,7","117,3"
8097,04-12-2017 08:00,"18,6","59,1","2,2","437,3"
8098,04-12-2017 09:00,21,"51,9","3,6","502,7"
8099,04-12-2017 10:00,23,"46,6","5,4","674,5"
8100,04-12-2017 11:00,"24,2","44,5","6,8","794,2"
8101,04-12-2017 12:00,"25,4","40,9","6,5","935,2"
8102,04-12-2017 13:00,"26,5","38,1","6,5","912,7"
8103,04-12-2017 14:00,"26,4","38,2","7,9",834
8104,04-12-2017 15:00,"26,6",37,"7,2","753,2"
8105,04-12-2017 16:00,"25,6","40,5","7,2","518,4"
8106,04-12-2017 17:00,"22,7",49,"6,5","178,2"
8107,04-12-2017 18:00,"19,8","56,7","7,6","55,2"
8108,04-12-2017 19:00,"18,3","61,5",5,"6,5"
8109,04-12-2017 20:00,"16,8","67,5","0,4",0
8110,04-12-2017 21:00,15,"73,8",0,0
8111,04-12-2017 22:00,"13,7","78,4",0,0
8112,04-12-2017 23:00,"13,2","82,1",0,0
8113,05-12-2017 00:00,"13,4","81,5",0,0
8114,05-12-2017 01:00,"13,4","81,8",0,0
8115,05-12-2017 02:00,"13,2","82,2",0,0
8116,05-12-2017 03:00,"12,5","83,6",0,0
8117,05-12-2017 04:00,"12,1","84,9",0,0
8118,05-12-2017 05:00,"11,6","86,2",0,0
8119,05-12-2017 06:00,"12,4","85,8",0,"26,7"
8120,05-12-2017 07:00,"15,3","76,3",0,"134,5"
8121,05-12-2017 08:00,"18,6","63,2","1,8",367
8122,05-12-2017 09:00,21,"54,7",4,"579,9"
8123,05-12-2017 10:00,"23,3","49,7","5,4","666,1"
8124,05-12-2017 11:00,"24,4","45,7","6,1","840,2"
8125,05-12-2017 12:00,"24,6",47,"6,8","708,3"
8126,05-12-2017 13:00,"24,7","45,3","6,5","819,9"
8127,05-12-2017 14:00,"25,2","43,8","9,7","803,4"
8128,05-12-2017 15:00,"24,2","46,5","10,4","600,8"
8129,05-12-2017 16:00,"22,4","51,8","8,3","401,8"
8130,05-12-2017 17:00,"22,1","51,7","8,3",322
8131,05-12-2017 18:00,"20,3","58,2","6,5","131,6"
8132,05-12-2017 19:00,"17,5","68,5","1,8","4,7"
8133,05-12-2017 20:00,"15,9",75,0,0
8134,05-12-2017 21:00,"14,8","78,6",0,0
8135,05-12-2017 22:00,"13,8","80,5",0,0
8136,05-12-2017 23:00,"13,3",83,0,0
8137,06-12-2017 00:00,"12,8","85,1",0,0
8138,06-12-2017 01:00,"12,6","86,4",0,0
8139,06-12-2017 02:00,"12,5","86,9",0,0
8140,06-12-2017 03:00,"12,7","86,1",0,0
8141,06-12-2017 04:00,"12,3","86,6",0,0
8142,06-12-2017 05:00,"12,1","86,7",0,0
8143,06-12-2017 06:00,"11,7","87,2",0,"15,1"
8144,06-12-2017 07:00,"14,1","82,8",0,"127,5"
8145,06-12-2017 08:00,"17,9","66,1","2,2","324,5"
8146,06-12-2017 09:00,"19,9","59,4","3,6",327
8147,06-12-2017 10:00,"21,9","53,3","4,7","574,5"
8148,06-12-2017 11:00,"24,3","46,6","6,1","841,3"
8149,06-12-2017 12:00,23,"51,2","5,8","471,9"
8150,06-12-2017 13:00,"22,6","51,7","4,7","457,4"
8151,06-12-2017 14:00,"23,8","47,8",4,"650,8"
8152,06-12-2017 15:00,"24,6","46,1","5,4","623,7"
8153,06-12-2017 16:00,"22,7","52,1","5,8","359,5"
8154,06-12-2017 17:00,"20,6","58,7","4,3","153,3"
8155,06-12-2017 18:00,"19,3","62,3","3,2","100,6"
8156,06-12-2017 19:00,"17,9","67,6","1,1","9,5"
8157,06-12-2017 20:00,"16,5",72,"0,7",0
8158,06-12-2017 21:00,"14,8","76,2",0,0
8159,06-12-2017 22:00,"13,1","80,1",0,0
8160,06-12-2017 23:00,"11,9","83,5",0,0
8161,07-12-2017 00:00,"11,1","85,8",0,0
8162,07-12-2017 01:00,"10,4","87,1",0,0
8163,07-12-2017 02:00,"10,2","88,4",0,0
8164,07-12-2017 03:00,"11,9","89,2",0,0
8165,07-12-2017 04:00,"13,5","87,4",0,0
8166,07-12-2017 05:00,"14,3","83,8",0,0
8167,07-12-2017 06:00,"14,9","81,3",0,"7,8"
8168,07-12-2017 07:00,"15,9","75,9",0,"51,5"
8169,07-12-2017 08:00,"17,1","69,9","1,4","143,9"
8170,07-12-2017 09:00,"19,2","61,8","2,2","485,4"
8171,07-12-2017 10:00,"21,2","53,5","4,7","699,4"
8172,07-12-2017 11:00,"23,7","47,6","5,8","830,6"
8173,07-12-2017 12:00,"24,9","44,7","6,1","892,2"
8174,07-12-2017 13:00,"25,6","41,9","6,8","897,7"
8175,07-12-2017 14:00,"26,2","40,8","6,5","833,9"
8176,07-12-2017 15:00,"25,3",43,"8,3","712,3"
8177,07-12-2017 16:00,24,47,"9,4","536,3"
8178,07-12-2017 17:00,"22,8","50,4","7,2","336,5"
8179,07-12-2017 18:00,"20,9","57,6","5,8","132,3"
8180,07-12-2017 19:00,"17,6","69,5",4,"8,4"
8181,07-12-2017 20:00,"16,2","74,5","1,1",0
8182,07-12-2017 21:00,"14,8","78,7",0,0
8183,07-12-2017 22:00,"13,8",81,0,0
8184,07-12-2017 23:00,"13,3","82,6",0,0
8185,08-12-2017 00:00,"12,7","84,6",0,0
8186,08-12-2017 01:00,"14,4","83,9",0,0
8187,08-12-2017 02:00,"15,3","80,5",0,0
8188,08-12-2017 03:00,"15,7","77,3",0,0
8189,08-12-2017 04:00,"15,9","76,4","0,4",0
8190,08-12-2017 05:00,16,76,0,0
8191,08-12-2017 06:00,16,"75,5","0,7","4,5"
8192,08-12-2017 07:00,"16,2","73,8","0,7","43,7"
8193,08-12-2017 08:00,"17,1","69,9","0,4","122,8"
8194,08-12-2017 09:00,"19,1","61,7","3,2","475,3"
8195,08-12-2017 10:00,"21,4","54,3",5,"670,8"
8196,08-12-2017 11:00,"23,5","49,6","5,8","827,4"
8197,08-12-2017 12:00,"24,5","45,8","7,6","905,5"
8198,08-12-2017 13:00,"24,8","45,5","7,2","909,2"
8199,08-12-2017 14:00,"25,1","44,6","6,5","811,9"
8200,08-12-2017 15:00,"25,4","43,4","6,1","714,5"
8201,08-12-2017 16:00,"24,6","45,5","6,1","543,5"
8202,08-12-2017 17:00,"22,7","51,5","7,9","345,3"
8203,08-12-2017 18:00,"20,1","59,4","7,6","145,9"
8204,08-12-2017 19:00,"17,1","68,7","1,8","9,5"
8205,08-12-2017 20:00,"15,2","75,5",0,0
8206,08-12-2017 21:00,"13,6","80,5",0,0
8207,08-12-2017 22:00,"12,8","82,7",0,0
8208,08-12-2017 23:00,"12,2","83,8",0,0
8209,09-12-2017 00:00,"11,6","85,5",0,0
8210,09-12-2017 01:00,"11,7","86,5",0,0
8211,09-12-2017 02:00,"11,2","86,6",0,0
8212,09-12-2017 03:00,"10,4","87,6",0,0
8213,09-12-2017 04:00,"10,4","88,8",0,0
8214,09-12-2017 05:00,"11,8","89,1","0,4",0
8215,09-12-2017 06:00,"13,5",85,0,"9,6"
8216,09-12-2017 07:00,15,"78,3","0,7","55,9"
8217,09-12-2017 08:00,"16,5","71,6","1,4","170,5"
8218,09-12-2017 09:00,"18,8","62,1","3,6",469
8219,09-12-2017 10:00,"21,5","52,3",4,"718,5"
8220,09-12-2017 11:00,"24,1","45,2","6,8","832,7"
8221,09-12-2017 12:00,"25,1","43,3","6,8","914,2"
8222,09-12-2017 13:00,"25,2","43,5","7,9","911,2"
8223,09-12-2017 14:00,"23,9","46,9",9,"709,8"
8224,09-12-2017 15:00,"24,2","44,2","8,6","734,5"
8225,09-12-2017 16:00,"23,5","48,2","7,9","553,5"
8226,09-12-2017 17:00,"22,7","50,7","6,5","394,3"
8227,09-12-2017 18:00,"21,4","55,2","3,2",168
8228,09-12-2017 19:00,"17,4","67,7",4,"12,2"
8229,09-12-2017 20:00,"15,8",73,"0,4",0
8230,09-12-2017 21:00,"14,1","77,6",0,0
8231,09-12-2017 22:00,"12,7","82,6",0,0
8232,09-12-2017 23:00,12,"84,4",0,0
8233,10-12-2017 00:00,"11,1","85,3",0,0
8234,10-12-2017 01:00,"11,7","87,7",0,0
8235,10-12-2017 02:00,"13,9","83,4",0,0
8236,10-12-2017 03:00,"14,9",79,0,0
8237,10-12-2017 04:00,"15,3","76,4","0,7",0
8238,10-12-2017 05:00,"15,3","75,9","0,4",0
8239,10-12-2017 06:00,"15,2","75,7","0,4","6,2"
8240,10-12-2017 07:00,"15,7","73,8","0,7","50,2"
8241,10-12-2017 08:00,"16,6","69,3","3,6","195,7"
8242,10-12-2017 09:00,"18,7","61,3","4,3","512,8"
8243,10-12-2017 10:00,"21,4","53,9",5,"724,2"
8244,10-12-2017 11:00,"23,2","48,2","6,1","831,6"
8245,10-12-2017 12:00,"24,3","45,1","7,6","911,5"
8246,10-12-2017 13:00,"24,8","44,7","7,2","911,5"
8247,10-12-2017 14:00,"24,5","44,4","7,9","845,2"
8248,10-12-2017 15:00,"23,7","46,4","8,3",719
8249,10-12-2017 16:00,23,"48,6","8,6","552,7"
8250,10-12-2017 17:00,"21,7",53,"7,2","349,9"
8251,10-12-2017 18:00,"19,7",62,"4,7","131,7"
8252,10-12-2017 19:00,"16,8","72,8","4,3","13,2"
8253,10-12-2017 20:00,16,75,"2,5",0
8254,10-12-2017 21:00,"16,1","73,5","0,7",0
8255,10-12-2017 22:00,16,"73,1","2,2",0
8256,10-12-2017 23:00,16,"72,3","1,4",0
8257,11-12-2017 00:00,"16,1","72,1",0,0
8258,11-12-2017 01:00,"16,1","72,2",0,0
8259,11-12-2017 02:00,"16,1","72,6","0,4",0
8260,11-12-2017 03:00,"16,1","72,4",0,0
8261,11-12-2017 04:00,"16,1","72,1",0,0
8262,11-12-2017 05:00,"16,1",72,0,0
8263,11-12-2017 06:00,"16,1",71,0,"11,5"
8264,11-12-2017 07:00,"17,2","63,8","1,4","195,3"
8265,11-12-2017 08:00,"18,9",58,"2,5","395,5"
8266,11-12-2017 09:00,"21,2","52,2",4,"600,9"
8267,11-12-2017 10:00,"22,8",48,"5,4","732,4"
8268,11-12-2017 11:00,"23,8","46,4","6,8","790,4"
8269,11-12-2017 12:00,"24,6","42,8","7,2","913,7"
8270,11-12-2017 13:00,"24,7","40,6","7,9","910,2"
8271,11-12-2017 14:00,"24,9","39,6","7,2","852,5"
8272,11-12-2017 15:00,"24,1","42,8","8,3",715
8273,11-12-2017 16:00,"23,1","45,6","8,6","576,8"
8274,11-12-2017 17:00,"22,2","47,8","5,8","317,1"
8275,11-12-2017 18:00,"21,4",51,"3,6","160,1"
8276,11-12-2017 19:00,"18,1","62,4","2,2","12,6"
8277,11-12-2017 20:00,"15,7","71,4","0,4",0
8278,11-12-2017 21:00,"13,5","77,7",0,0
8279,11-12-2017 22:00,"12,4","81,6",0,0
8280,11-12-2017 23:00,"12,1","83,5",0,0
8281,12-12-2017 00:00,"12,2","84,1",0,0
8282,12-12-2017 01:00,12,"83,8",0,0
8283,12-12-2017 02:00,"12,1","82,6",0,0
8284,12-12-2017 03:00,"11,5",83,0,0
8285,12-12-2017 04:00,"10,4","85,5",0,0
8286,12-12-2017 05:00,"10,5","86,7",0,0
8287,12-12-2017 06:00,"11,2","86,4","0,4","25,3"
8288,12-12-2017 07:00,"15,1","72,9","0,7","181,4"
8289,12-12-2017 08:00,"19,1","56,3","3,2","380,2"
8290,12-12-2017 09:00,22,"48,1","5,4","578,6"
8291,12-12-2017 10:00,"23,4","45,4","7,9","716,7"
8292,12-12-2017 11:00,"24,8","42,1","7,9","807,1"
8293,12-12-2017 12:00,"25,1","42,5","8,6",892
8294,12-12-2017 13:00,"25,5","39,3","8,6",900
8295,12-12-2017 14:00,26,"37,4","10,1","827,5"
8296,12-12-2017 15:00,"25,1","38,7","10,8","711,1"
8297,12-12-2017 16:00,"24,9","39,2","8,3","541,5"
8298,12-12-2017 17:00,24,"42,5","6,5","343,4"
8299,12-12-2017 18:00,"21,6",49,"6,1","140,6"
8300,12-12-2017 19:00,"18,4","58,7","1,8","7,8"
8301,12-12-2017 20:00,"16,5","65,6",0,0
8302,12-12-2017 21:00,"14,1","74,8",0,0
8303,12-12-2017 22:00,"12,6","79,5",0,0
8304,12-12-2017 23:00,"11,8",82,0,0
8305,13-12-2017 00:00,"10,9","84,1",0,0
8306,13-12-2017 01:00,"10,6","86,2",0,0
8307,13-12-2017 02:00,"10,9","86,4",0,0
8308,13-12-2017 03:00,"10,8","86,1",0,0
8309,13-12-2017 04:00,"10,3","86,7",0,0
8310,13-12-2017 05:00,"10,1","87,4",0,0
8311,13-12-2017 06:00,"10,2","88,2",0,"22,4"
8312,13-12-2017 07:00,"13,8","77,6",0,"165,8"
8313,13-12-2017 08:00,"18,2","58,3","1,4","366,5"
8314,13-12-2017 09:00,"21,1","49,6",4,"557,9"
8315,13-12-2017 10:00,24,"41,7","5,8","704,8"
8316,13-12-2017 11:00,"25,5","39,9","7,2","791,6"
8317,13-12-2017 12:00,"25,8","40,1","8,3",882
8318,13-12-2017 13:00,"25,7","41,3",9,"877,5"
8319,13-12-2017 14:00,"25,3","41,4","10,1","816,9"
8320,13-12-2017 15:00,"24,2","42,9","11,9","694,4"
8321,13-12-2017 16:00,"23,1","46,1","11,2","537,3"
8322,13-12-2017 17:00,"22,4","48,8","10,4",398
8323,13-12-2017 18:00,"21,1",53,"5,4",156
8324,13-12-2017 19:00,18,"63,7","2,2","9,3"
8325,13-12-2017 20:00,"15,9","71,1",0,0
8326,13-12-2017 21:00,"14,4",77,0,0
8327,13-12-2017 22:00,"13,4","80,3",0,0
8328,13-12-2017 23:00,"13,4","82,6",0,0
8329,14-12-2017 00:00,13,82,0,0
8330,14-12-2017 01:00,"11,9","83,9",0,0
8331,14-12-2017 02:00,"11,6","85,8",0,0
8332,14-12-2017 03:00,"11,6","85,7",0,0
8333,14-12-2017 04:00,11,"86,3",0,0
8334,14-12-2017 05:00,"10,9","87,5",0,0
8335,14-12-2017 06:00,"11,1","87,8",0,"21,7"
8336,14-12-2017 07:00,"14,3","78,7",0,"159,7"
8337,14-12-2017 08:00,"18,1",66,"2,2",363
8338,14-12-2017 09:00,"20,7","55,5","3,2","556,9"
8339,14-12-2017 10:00,"23,1","49,2",5,"715,6"
8340,14-12-2017 11:00,"24,6","45,9","6,5","781,8"
8341,14-12-2017 12:00,"25,6","42,7","7,2","887,2"
8342,14-12-2017 13:00,"25,2",44,9,"882,5"
8343,14-12-2017 14:00,"25,2","43,3","9,4",831
8344,14-12-2017 15:00,"23,8","47,7","10,8",613
8345,14-12-2017 16:00,"23,6","48,7","11,2","555,7"
8346,14-12-2017 17:00,"22,7","51,4","7,9",324
8347,14-12-2017 18:00,"21,1","57,1",5,"136,6"
8348,14-12-2017 19:00,"18,3","66,8","2,2",10
8349,14-12-2017 20:00,"16,8","72,1","0,4",0
8350,14-12-2017 21:00,15,"77,9",0,0
8351,14-12-2017 22:00,"13,5","81,4",0,0
8352,14-12-2017 23:00,"12,6","83,2",0,0
8353,15-12-2017 00:00,"12,3","85,3",0,0
8354,15-12-2017 01:00,"11,9","86,8",0,0
8355,15-12-2017 02:00,"11,8","88,1",0,0
8356,15-12-2017 03:00,"13,8","85,5","0,4",0
8357,15-12-2017 04:00,"15,1","79,9","0,4",0
8358,15-12-2017 05:00,"15,9","77,1","0,7",0
8359,15-12-2017 06:00,"16,1","75,3",0,"4,6"
8360,15-12-2017 07:00,"16,5","73,2","1,4","41,3"
8361,15-12-2017 08:00,"17,4","69,3","1,4","150,1"
8362,15-12-2017 09:00,"19,5","62,7",4,481
8363,15-12-2017 10:00,"22,1","52,7","4,7","710,3"
8364,15-12-2017 11:00,"24,3","46,9","6,5","768,4"
8365,15-12-2017 12:00,25,"45,2","7,9",890
8366,15-12-2017 13:00,"24,8",45,"8,3","859,7"
8367,15-12-2017 14:00,"24,3","46,5","8,6","826,8"
8368,15-12-2017 15:00,"24,5","44,9","8,3","712,2"
8369,15-12-2017 16:00,"23,6","47,4","7,6",529
8370,15-12-2017 17:00,23,"49,7","6,1","330,9"
8371,15-12-2017 18:00,"20,9","56,4","4,3","114,4"
8372,15-12-2017 19:00,"17,9","66,5","1,4","7,5"
8373,15-12-2017 20:00,"16,3","72,6",0,0
8374,15-12-2017 21:00,"15,2","77,3",0,0
8375,15-12-2017 22:00,"14,5","79,8",0,0
8376,15-12-2017 23:00,"14,1","80,2",0,0
8377,16-12-2017 00:00,"13,2","81,8",0,0
8378,16-12-2017 01:00,"12,4","84,4",0,0
8379,16-12-2017 02:00,"11,8","85,5",0,0
8380,16-12-2017 03:00,"11,4",87,0,0
8381,16-12-2017 04:00,"11,5","87,7",0,0
8382,16-12-2017 05:00,"11,5","87,8",0,0
8383,16-12-2017 06:00,"11,6",88,0,"20,6"
8384,16-12-2017 07:00,"14,6","79,9","0,4","158,3"
8385,16-12-2017 08:00,19,"61,9","0,7","362,2"
8386,16-12-2017 09:00,"21,9","52,3","2,9","555,2"
8387,16-12-2017 10:00,"24,4","45,3","5,8","715,1"
8388,16-12-2017 11:00,"25,3","43,4","7,6","769,8"
8389,16-12-2017 12:00,"25,7",43,"8,6","886,7"
8390,16-12-2017 13:00,"25,8","42,1",9,"880,7"
8391,16-12-2017 14:00,"25,2","43,3","10,1","818,9"
8392,16-12-2017 15:00,"24,7",46,"9,7","699,5"
8393,16-12-2017 16:00,"23,6","48,1","10,1","532,2"
8394,16-12-2017 17:00,"22,7","50,4","7,6","335,7"
8395,16-12-2017 18:00,"21,2","55,9","5,4","141,5"
8396,16-12-2017 19:00,"18,4","65,7","1,8","7,8"
8397,16-12-2017 20:00,"16,8","72,5","0,4",0
8398,16-12-2017 21:00,"15,2","76,9",0,0
8399,16-12-2017 22:00,"14,2","80,6",0,0
8400,16-12-2017 23:00,"13,6","82,8",0,0
8401,17-12-2017 00:00,"13,3","84,2",0,0
8402,17-12-2017 01:00,"15,2","80,5","0,4",0
8403,17-12-2017 02:00,"16,2","75,3",0,0
8404,17-12-2017 03:00,"16,4","74,3",0,0
8405,17-12-2017 04:00,"16,7","72,6",0,0
8406,17-12-2017 05:00,"16,8","73,4",0,0
8407,17-12-2017 06:00,"16,8","73,4",0,"11,9"
8408,17-12-2017 07:00,18,"68,2","0,4","116,1"
8409,17-12-2017 08:00,"20,6","57,6","1,8","364,7"
8410,17-12-2017 09:00,"22,5","51,6","4,3","554,4"
8411,17-12-2017 10:00,"23,8","47,3","5,4","640,9"
8412,17-12-2017 11:00,"25,2","44,8","5,4","727,4"
8413,17-12-2017 12:00,"26,6","40,9","6,5","825,5"
8414,17-12-2017 13:00,"26,3","41,4","7,2","727,1"
8415,17-12-2017 14:00,"25,6","43,2","7,2",593
8416,17-12-2017 15:00,"24,1","46,3","8,6","463,6"
8417,17-12-2017 16:00,"23,2","48,7","5,8","266,4"
8418,17-12-2017 17:00,"22,4","50,6","3,6","155,8"
8419,17-12-2017 18:00,"21,4","53,1","5,4","81,3"
8420,17-12-2017 19:00,"19,5","58,9","2,9","8,4"
8421,17-12-2017 20:00,"17,5","65,9",0,0
8422,17-12-2017 21:00,"15,7","72,6",0,0
8423,17-12-2017 22:00,"14,6","75,8",0,0
8424,17-12-2017 23:00,"13,9","78,8","0,4",0
8425,18-12-2017 00:00,14,"78,2",0,0
8426,18-12-2017 01:00,"13,8","79,1",0,0
8427,18-12-2017 02:00,13,"81,6",0,0
8428,18-12-2017 03:00,"12,6","82,6",0,0
8429,18-12-2017 04:00,"12,1","85,2",0,0
8430,18-12-2017 05:00,"12,3","85,1","0,4",0
8431,18-12-2017 06:00,"12,8","83,7",0,"11,7"
8432,18-12-2017 07:00,"14,5","78,3",0,115
8433,18-12-2017 08:00,"19,2","58,6","1,4","345,2"
8434,18-12-2017 09:00,"22,1","49,7","3,2","534,6"
8435,18-12-2017 10:00,"25,1","41,3","5,8","705,9"
8436,18-12-2017 11:00,"26,7","37,5","6,8","774,7"
8437,18-12-2017 12:00,"26,9","37,1","7,6","892,2"
8438,18-12-2017 13:00,"26,9","36,1","8,3","880,5"
8439,18-12-2017 14:00,"26,6","37,6","9,7","832,5"
8440,18-12-2017 15:00,26,"39,4","10,8","642,3"
8441,18-12-2017 16:00,"25,4","40,5","8,3","533,3"
8442,18-12-2017 17:00,"23,6","49,3","9,7",292
8443,18-12-2017 18:00,"20,6","59,4","5,4","85,5"
8444,18-12-2017 19:00,"18,7","66,7","0,4","7,8"
8445,18-12-2017 20:00,"17,1","70,5",0,0
8446,18-12-2017 21:00,"15,7","76,1",0,0
8447,18-12-2017 22:00,"14,9","79,4",0,0
8448,18-12-2017 23:00,"15,2","79,3",0,0
8449,19-12-2017 00:00,"14,7","79,3",0,0
8450,19-12-2017 01:00,"14,6",80,0,0
8451,19-12-2017 02:00,"14,8","79,8",0,0
8452,19-12-2017 03:00,"15,1","79,2","0,4",0
8453,19-12-2017 04:00,"15,7","76,3",0,0
8454,19-12-2017 05:00,"14,9","79,1",0,0
8455,19-12-2017 06:00,"13,9","82,6",0,"17,2"
8456,19-12-2017 07:00,"16,2","74,3",0,"144,5"
8457,19-12-2017 08:00,"20,4","57,4","0,7","357,4"
8458,19-12-2017 09:00,"23,2","48,2",4,"551,2"
8459,19-12-2017 10:00,"25,1","45,2","6,5","708,4"
8460,19-12-2017 11:00,"26,1","42,4","6,1","768,1"
8461,19-12-2017 12:00,"27,8","38,3","6,8",885
8462,19-12-2017 13:00,"26,7","40,5","9,7","884,7"
8463,19-12-2017 14:00,"26,7","39,2","8,6","862,7"
8464,19-12-2017 15:00,"26,6","39,1","8,3","632,7"
8465,19-12-2017 16:00,"23,9","47,5","6,8","262,2"
8466,19-12-2017 17:00,"22,1","55,8","6,1",157
8467,19-12-2017 18:00,"20,2","62,9","4,3","60,8"
8468,19-12-2017 19:00,"19,2","66,7","1,4","13,7"
8469,19-12-2017 20:00,"18,2","69,7",0,0
8470,19-12-2017 21:00,"17,5","73,8",0,0
8471,19-12-2017 22:00,"17,2","77,3",0,0
8472,19-12-2017 23:00,"16,6","79,1",0,0
8473,20-12-2017 00:00,"16,2","79,6",0,0
8474,20-12-2017 01:00,"16,3","78,9",0,0
8475,20-12-2017 02:00,"15,6","81,3",0,0
8476,20-12-2017 03:00,"15,7","81,7",0,0
8477,20-12-2017 04:00,"15,5",82,0,0
8478,20-12-2017 05:00,"15,4","81,4",0,0
8479,20-12-2017 06:00,15,"82,6",0,"10,4"
8480,20-12-2017 07:00,"17,6","71,9","2,5","158,8"
8481,20-12-2017 08:00,"22,3","52,4","2,2","358,4"
8482,20-12-2017 09:00,"24,4","47,6",5,"555,2"
8483,20-12-2017 10:00,"25,7","45,3","7,2","724,4"
8484,20-12-2017 11:00,"26,4","41,8","7,9","756,7"
8485,20-12-2017 12:00,27,"40,8","8,3","876,5"
8486,20-12-2017 13:00,"27,7","39,1","7,9","879,2"
8487,20-12-2017 14:00,"27,6","39,4","7,9",831
8488,20-12-2017 15:00,"27,5","39,6","7,6","673,3"
8489,20-12-2017 16:00,"27,8",39,"7,9","601,2"
8490,20-12-2017 17:00,"25,8","44,9","10,4","352,2"
8491,20-12-2017 18:00,"23,8",51,"8,3","164,2"
8492,20-12-2017 19:00,"20,9","59,6","3,6","16,8"
8493,20-12-2017 20:00,"18,8","67,4",0,0
8494,20-12-2017 21:00,"17,1","72,5",0,0
8495,20-12-2017 22:00,"16,3","75,2",0,0
8496,20-12-2017 23:00,16,"77,8",0,0
8497,21-12-2017 00:00,"15,3","82,1",0,0
8498,21-12-2017 01:00,"15,3","82,6",0,0
8499,21-12-2017 02:00,"14,9","82,2",0,0
8500,21-12-2017 03:00,"14,2","84,4",0,0
8501,21-12-2017 04:00,"14,4","83,3",0,0
8502,21-12-2017 05:00,14,"84,2",0,0
8503,21-12-2017 06:00,14,"84,2",0,"21,1"
8504,21-12-2017 07:00,"17,4","70,1",0,"177,6"
8505,21-12-2017 08:00,"21,7","55,6","2,5","370,8"
8506,21-12-2017 09:00,"24,1","49,1","5,8","509,1"
8507,21-12-2017 10:00,"23,2","52,9","6,5","342,3"
8508,21-12-2017 11:00,"25,9","43,6","6,5","762,6"
8509,21-12-2017 12:00,"27,7","39,9","7,9","784,6"
8510,21-12-2017 13:00,"27,9","37,8","7,9",848
8511,21-12-2017 14:00,"28,4","34,5","8,3","817,1"
8512,21-12-2017 15:00,"28,1","33,4","8,3","683,1"
8513,21-12-2017 16:00,"27,2","35,4","11,2","613,5"
8514,21-12-2017 17:00,26,"40,9","10,1","395,8"
8515,21-12-2017 18:00,"23,6","48,2","9,4","158,1"
8516,21-12-2017 19:00,"20,9","56,9","6,5","14,5"
8517,21-12-2017 20:00,19,"62,3","3,2",0
8518,21-12-2017 21:00,"17,7","67,3","0,4",0
8519,21-12-2017 22:00,"15,6","74,7",0,0
8520,21-12-2017 23:00,"14,4","78,4",0,0
8521,22-12-2017 00:00,"14,1","80,1",0,0
8522,22-12-2017 01:00,"14,1","79,8",0,0
8523,22-12-2017 02:00,"13,3","81,2",0,0
8524,22-12-2017 03:00,"12,5","83,6",0,0
8525,22-12-2017 04:00,"12,4",85,0,0
8526,22-12-2017 05:00,"12,6","85,3",0,0
8527,22-12-2017 06:00,13,"84,5",0,"21,6"
8528,22-12-2017 07:00,"16,3","71,3","0,7","156,9"
8529,22-12-2017 08:00,"20,9",55,"1,8","356,9"
8530,22-12-2017 09:00,"23,6","47,9",5,"589,7"
8531,22-12-2017 10:00,"25,6","43,4","7,6","824,6"
8532,22-12-2017 11:00,"25,6","44,7","8,3",766
8533,22-12-2017 12:00,"25,4","46,1","10,1","788,4"
8534,22-12-2017 13:00,"26,1","43,4","9,4","885,1"
8535,22-12-2017 14:00,"26,2","41,6","9,7","827,5"
8536,22-12-2017 15:00,"26,2","44,1","10,8",729
8537,22-12-2017 16:00,"24,8","47,4","10,4","552,7"
8538,22-12-2017 17:00,"24,1","49,6","7,9","332,3"
8539,22-12-2017 18:00,"22,5","56,5","4,7","146,4"
8540,22-12-2017 19:00,"20,1","64,9","1,1","15,8"
8541,22-12-2017 20:00,"18,2",72,0,0
8542,22-12-2017 21:00,"16,2","76,6",0,0
8543,22-12-2017 22:00,"14,8","80,4",0,0
8544,22-12-2017 23:00,"14,2","83,7",0,0
8545,23-12-2017 00:00,"14,1","84,5",0,0
8546,23-12-2017 01:00,"13,5","85,4",0,0
8547,23-12-2017 02:00,"12,9","86,4",0,0
8548,23-12-2017 03:00,13,"87,4",0,0
8549,23-12-2017 04:00,"13,1","87,2",0,0
8550,23-12-2017 05:00,"12,7","87,9",0,0
8551,23-12-2017 06:00,"13,2","87,7","0,4","17,7"
8552,23-12-2017 07:00,"15,8","79,8",0,"151,4"
8553,23-12-2017 08:00,"20,3","62,7","1,1","363,2"
